run,geometry,n,CV,L_m,seed,e_signed,e_pure_representativeness,e_transport,sd_pred_loglinear,sd_pred_lognormal,sd_pred_mc,z_total_loglinear,z_pure_loglinear,z_total_lognormal,z_pure_lognormal,z_total_mc,z_pure_mc,pit_pure_mc
source_heterogeneity_les_rice_paddy_l100_cv0p5_s3_wind3_n3_op,open_path,3,0.5,100.0,3,-0.034663711975243705,-0.04339950606944555,0.008735794094201846,0.0765457474343384,0.07839385422527313,0.07684001575842433,-0.4528496113383508,-0.5669747507093588,-0.44217384535825754,-0.553608525800153,-0.4511153678601811,-0.5648034509244287,0.3075
source_heterogeneity_les_rice_paddy_l100_cv0p5_s3_wind3_n3_point,point,3,0.5,100.0,3,0.023941956341388706,-0.038773360605703716,0.06271531694709243,0.08490550218320969,0.08799473432694195,0.08672129583583088,0.28198356673901515,-0.4566648757584436,0.27208396643863986,-0.44063273674584197,0.2760793195100821,-0.44710310462961994,0.35325
source_heterogeneity_les_rice_paddy_l100_cv0p5_s3_wind3_n4_op,open_path,4,0.5,100.0,3,-0.019655313884464596,-0.046273301550552925,0.02661798766608833,0.0743891977792162,0.07616385601025379,0.07460535049026114,-0.26422268919743813,-0.6220432930045839,-0.2580661604346613,-0.6075493544381897,-0.2634571616553208,-0.620241058402284,0.2845
source_heterogeneity_les_rice_paddy_l100_cv0p5_s3_wind3_n4_point,point,4,0.5,100.0,3,-0.08282453237801386,-0.023366389838411897,-0.059458142539601966,0.09110440029527267,0.0942850767205037,0.09287253082331157,-0.9091167068722975,-0.25647926733155124,-0.8784479501834296,-0.2478270225910579,-0.8918087150611428,-0.2515963507322317,0.4385
source_heterogeneity_les_rice_paddy_l100_cv0p5_s4_wind3_n1_op,open_path,1,0.5,100.0,4,0.027984181840653134,0.003595989300643209,0.024388192540009925,0.08250242573892148,0.0845176434927939,0.08319806003281814,0.33919223089523376,0.043586467530332976,0.3311046153699151,0.04254720259622251,0.3363561822188468,0.043222033052510385,0.548
source_heterogeneity_les_rice_paddy_l100_cv0p5_s4_wind3_n1_point,point,1,0.5,100.0,4,0.14792414850040458,-0.04595904285565941,0.193883191356064,0.18518434994300983,0.191282193970373,0.19055458313435963,0.7987940047089723,-0.24817995078851549,0.7733294219916571,-0.24026827537736126,0.7762822917573364,-0.2411857122494597,0.4425
source_heterogeneity_les_rice_paddy_l100_cv0p5_s4_wind3_n2_op,open_path,2,0.5,100.0,4,0.0321073936195854,-0.003472644948818656,0.035580038568404054,0.08310680730500773,0.08512159608932464,0.08366930842285188,0.38633891327035397,-0.04178532495026321,0.3771944499947187,-0.040796285647352555,0.3837415920461485,-0.041504406027458,0.513
source_heterogeneity_les_rice_paddy_l100_cv0p5_s4_wind3_n2_point,point,2,0.5,100.0,4,0.06617528740882446,-0.1648527749435134,0.23102806235233786,0.10066740254137618,0.10424286974517911,0.10205659249930563,0.6573655993719038,-1.6375983762544766,0.634818358038199,-1.5814297452333645,0.6484175670403135,-1.615307457425007,0.035
source_heterogeneity_les_rice_paddy_l100_cv0p5_s4_wind3_n3_op,open_path,3,0.5,100.0,4,0.03550526457237205,-0.008444991167044596,0.04395025573941665,0.0765457474343384,0.07839385422527313,0.07684001575842433,0.46384372434051635,-0.11032606578554585,0.4529087761183915,-0.107725168643667,0.4620673775496908,-0.10990355849996987,0.486
source_heterogeneity_les_rice_paddy_l100_cv0p5_s4_wind3_n3_point,point,3,0.5,100.0,4,0.08783791483730974,-0.07787895737712242,0.16571687221443215,0.08490550218320969,0.08799473432694195,0.08672129583583088,1.0345373689419146,-0.9172427625370456,0.9982178537064553,-0.8850411103892347,1.0128759492200472,-0.8980372886096214,0.196
